Id,Sentiment,Pasangan Calon,Tweet,preprocessing,preprobaru
691,negative,Anies-Sandi,Akun @CangHaris akun provokator & bukan bagian dari timses #AniesSandi. Timeline @CangHaris lebih mencirikan akun Ahokers. Waspadalah!,akun cangharis akun provokator tim sukses aniessandi lini masa cangharis ciri akun ahoker waspada,akun cangharis akun provokator tim sukses aniessandi lini cangharis ciri akun ahoker waspada
692,negative,Anies-Sandi,#aniessandi #bhinekatunggalika #isusara Kubu Anies-Sandi Serukan Stop Politisasi Kebhinekaan http://dlvr.it/NtcTLN,aniessandi bhinekatunggalika isusara kubu anies sandi seru stop politisasi kebinekaan,aniessandi bhinekatunggalika isusara kubu anies sandi seru stop politisasi bineka
693,negative,Anies-Sandi,#SyuhadaTPS siap Kawal !! Kami siap Mati kawal kemenangan #AniesSandi ! #AniesKalahMuslimMarah !!,syuhadatps kawal mati kawal menang aniessandi anieskalahmuslimmarah,syuhadatps kawal mati kawal menang aniessandi anieskalahmuslimmarah
694,negative,Anies-Sandi,FITNAH !!! Akun #HoaxerPanik #HoaxerKepanasan sebentar lagi #AniesSandi menang !,fitnah akun hoaxerpanik hoaxerkepanasan sebentar aniessandi menang,fitnah akun hoaxerpanik hoaxerkepanasan sebentar aniessandi menang
695,negative,Anies-Sandi,"Mobil mobil yang kena macet ke arah Mall Taman Anggrek , tempelin stiker ! Tanya sopirnya pilih #AniesSandi ato bukan !!",mobil mobil kena macet arah mal taman anggrek tempelin stiker sopir pilih aniessandi atau,mobil mobil kena macet arah mal taman anggrek tempelin stiker sopir pilih aniessandi
696,negative,Anies-Sandi,"Hari ini bhineka tunggal ika tidak akan berlaku, karena kita di hdapkan dengan pilihan yang berbeda. #aniessandi #StopPolitisasiBhinneka",bineka tunggal ika laku hdapkan pilih beda aniessandi stoppolitisasibhinneka,bineka tunggal ika laku hdapkan pilih beda aniessandi stoppolitisasibhinneka
697,negative,Anies-Sandi,Tadinya saya suka baca @okezonenews tapi  isinya terlalu memihak #AniesSandi sebaiknya media bersikap #netral betul tidak #BasukiDjarot ?,suka baca okezone news isi aniessandi media sikap netral basukidjarot,suka baca okezone news isi aniessandi media sikap netral basukidjarot
698,negative,Anies-Sandi,Bagian 1 .. Bukti Radikalis Pendukung Teroris Di Belakang @AniesBaswedan #AniesSandi #AhokDjarot #MencariPemimpin,bukti radikal dukung teroris aniesbaswedan aniessandi ahok djarot mencaripemimpin,bukti radikal dukung teroris aniesbaswedan aniessandi ahok djarot mencaripemimpin
699,negative,Anies-Sandi,"Cuma kota Jakarta, PKS di Papua malah berkoalisi dukung gubernur Kristen #AniesSandi #SandiUnoCabul",kota jaka a partai keadilan sejahtera papua koalisi dukung gubernur kristen aniessandi sandiunocabul,kota jaka a pak ai adil sejahtera papua koalisi dukung gubernur kristen aniessandi sandiunocabul
700,negative,Anies-Sandi,"tulisan @fahiraidris ini misalnya. dia mencoba membranding #aniessandi yang pluralis, tapi konseptualnya absurd banget.",tulis fahiraidris coba membranding aniessandi pluralis konseptual absurd banget,tulis fahiraidris coba membranding aniessandi pluralis konseptual absurd banget
701,negative,Anies-Sandi,Ahok menistakan agama untuk menang pilkada - Logika timses @aniesbaswedan #MataNajwaDebatJakarta #salambersama #okeoce,ahok nista agama menang pilihan kepala daerah logika tim sukses aniesbaswedan matanajwadebatjaka a salambersama oke oce,ahok nista agama menang pilih kepala daerah logika tim sukses aniesbaswedan matanajwadebatjaka a salambersama oke oke
702,negative,Anies-Sandi,"Yang lain mabuk miras sama mabok kecubung, lha aku mabuk #OKEOCE",mabuk minuman keras mabuk kecubung lah mabuk oke oce,mabuk minum keras mabuk kecubung mabuk oke oke
703,negative,Anies-Sandi,Jangan jiplak Program #OKEOCE hasil bikinan pendukung penista agama,jiplak program oke oce hasil bikin dukung nista agama,jiplak program oke oke hasil bikin dukung nista agama
704,negative,Anies-Sandi,"garansi nya global kak, refurbish, garansi bank #okeoce 3hari kalau cacat produksi boleh tukar (jadi ingin berkata kasar)",garansi nya global kak refurbish garansi bank oke oce cacat produksi tukar kasar,garansi nya global kak refurbish garansi bank oke oke cacat produksi tukar kasar
705,negative,Anies-Sandi,"Munafik, katanya tidak boleh jualan agama, tapi paling frontal bawa agama, sabar min @Gerindra yang penting #OkeOce",munafik jual agama frontal bawa agama sabar min gerindra oke oce,munafik jual agama frontal bawa agama sabar min gerindra oke oke
706,negative,Anies-Sandi,karangan bunganya buat pak ahok-djarot doang nih? buat anis-sandi mana? <grining face with smile eye>,karang bunga ahok djarot doang nih anis sandi grining face dengan smile eye,karang bunga ahok djarot doang nih anis sandi grining face smile eye
707,negative,Anies-Sandi,Apa yang dilakukan anies sandi setelah menang pilkada DKI? mungkin lagi blusukan memakai heli ke ujung kulon atau papua <grining face with smile eye>,anies sandi menang pilihan kepala daerah daerah khusus ibukota blusuk pakai helikopter ujung kulon papua grining face dengan smile eye,anies sandi menang pilih kepala daerah daerah khusus ibu kota blusuk pakai helikopter ujung kulon papua grining face smile eye
708,negative,Anies-Sandi,"Yang lucunya di Pilkada DKI adalah Ahok-Djarot yang kalah, justru mendapatkan Simpati dari Masyarakat dibandingkan kemenangan Anies-Sandi",lucu pilihan kepala daerah daerah khusus ibukota ahok djarot kalah simpati masyarakat banding menang anies sandi,lucu pilih kepala daerah daerah khusus ibu kota ahok djarot kalah simpati masyarakat banding menang anies sandi
709,negative,Anies-Sandi,"Kalo Ahok kalah, Anies-Sandi menang? Paling juga Jakarta akan seperti dulu lagi, saling rukun, koruptornya <grining face with smile eye> <grining face with smile eye> <Lying Face> <Lying Face> #PilkadaDKI",kalau ahok kalah anies sandi menang jaka a sepe i rukun koruptor grining face dengan smile eye grining face dengan smile eye lying face lying face pilkadadki,ahok kalah anies sandi menang jaka a sepe i rukun koruptor grining face smile eye grining face smile eye lying face lying face pilkadadki
710,negative,Anies-Sandi,"Berita Badja: Rencana Ahok jika menang atau kalah, Berita Anies-Sandi: hanya kecurangan besar yang bisa mengalahkn kami #pilkadaDKI",berita badja rencana ahok menang kalah berita anies sandi curang mengalahkan pilkadadki,berita badja rencana ahok menang kalah berita anies sandi curang kalah pilkadadki
711,negative,Anies-Sandi,ANIES SANDI Kalah di Debat Final Pilkada DKI https://goo.gl/eEwlma  via @KaskusTV,anies sandi kalah debat final pilihan kepala daerah daerah khusus ibukota via kaskustv,anies sandi kalah debat final pilih kepala daerah daerah khusus ibu kota via kaskustv
712,negative,Anies-Sandi,"Jadi kalo kalah, pasti badja berbuat curang? Picik <Grimacing Face>  Prabowo Sebut Anies-Sandi Akan Menang Pilkada DKI jika Tidak Dicurangi",kalau kalah badja buat curang picik grimacing face prabowo anies sandi menang pilihan kepala daerah daerah khusus ibukota curang,kalah badja curang picik grimacing face prabowo anies sandi menang pilih kepala daerah daerah khusus ibu kota curang
713,negative,Anies-Sandi,Kenapa waktu kampanye Sandi malah ke Cianjur? Anies minta dukungan Aher? Hhmm.. Jabar siap2 dilanda Anies-Sandi 2018 <Zipper-Mouth Face> Siap2 kalah Pilkada,kampanye sandi cianjur anies dukung aher hem jabar landa anies sandi zipper mouth face kalah pilihan kepala daerah,kampanye sandi cianjur anies dukung aher hem jabar landa anies sandi zipper mouth face kalah pilih kepala daerah
714,negative,Anies-Sandi,Pilkada kok panitianya banyak pakai kaos salam bersama. Mereka panitia apa tim pemenangan Anies-Sandi? Sudah main licik aja masih kalah,pilihan kepala daerah panitia pakai kaos salam panitia tim menang anies sandi main licik saja kalah,pilih kepala daerah panitia pakai kaos salam panitia tim menang anies sandi main licik kalah
715,negative,Anies-Sandi,"Setelah AHY kalah di pilkada DKI putaran 1, menuju putaran 2 ini Anies-Sandi yang bakal diserang habis-habisan oleh buzzer2 ahox.",agus harimurti yudhoyono kalah pilihan kepala daerah daerah khusus ibukota putar putar anies sandi serang habis habis buzzer ahok,agus hari i yudhoyono kalah pilih kepala daerah daerah khusus ibu kota putar putar anies sandi serang habis habis buzzer ahok
716,negative,Anies-Sandi,#Paslon3  Anies-Sandi kl kalah #pilkadaDKI pindah nyalon ke Kab. Bogor kyknya cocok nih. Bogor butuh Entrepreneurship and education,pasangan calon anies sandi kalau kalah pilkadadki pindah nyalon kabupaten bogor sepertinya cocok nih bogor butuh entrepreneurship and education,pasang calon anies sandi kalah pilkadadki pindah nyalon kabupaten bogor sepe inya cocok nih bogor butuh entrepreneurship and education
717,negative,Anies-Sandi,"Kekuatan partai2 di Jatim mei 2017, paska pilkada DKI. Perhatikan partai pendukung anies-sandi. Semua turun..",kuat pak ai jawa timur mei paska pilihan kepala daerah daerah khusus ibukota perhati pak ai dukung anies sandi turun,kuat ai jawa timur mei paska pilih kepala daerah daerah khusus ibu kota perhati ai dukung anies sandi turun
718,negative,Anies-Sandi,anies sandi menang pilkada dki #terimakasihFPI,anies sandi menang pilihan kepala daerah daerah khusus ibukota terimakasihfpi,anies sandi menang pilih kepala daerah daerah khusus ibu kota terimakasihfpi
719,negative,Anies-Sandi,"cek kaos para pendukung Anies-Sandi,kaos2 provokatif yang dipakai saat pilkada DKI dipakai dalam syukuran, dan mereka bicara rekonsiliasi",cek kaos dukung anies sandi kaos provokatif pakai pilihan kepala daerah daerah khusus ibukota pakai syukur bicara rekonsiliasi,cek kaos dukung anies sandi kaos provokatif pakai pilih kepala daerah daerah khusus ibu kota pakai syukur bicara rekonsiliasi
720,negative,Anies-Sandi,"Yang bilang Anies Sandi menang pilkada DKI karena menang di visi misi dan program mereka untuk Jakarta, boleh dong RT. <Zipper-Mouth Face>",bilang anies sandi menang pilihan kepala daerah daerah khusus ibukota menang visi misi program jaka a zipper mouth face,bilang anies sandi menang pilih kepala daerah daerah khusus ibu kota menang visi misi program jaka a zipper mouth face
721,negative,Anies-Sandi,"Paslon 3 #aniessandy curang kampanye masuk keluar masuk masjid, musolah masa seperti itu kampanye politik pilkada,tiap pengajian bagi2 duit",pasangan calon aniessandy curang kampanye masuk masuk masjid musolah sepe i kampanye politik pilihan kepala daerah aji duit,pasang calon aniessandy curang kampanye masuk masuk masjid musolah sepe i kampanye politik pilih kepala daerah aji duit
722,negative,Anies-Sandi,"DP 0% angsuran 30th itu program yang siap sengsarain cagub 5 periode berikutnya #aniessandy kabur, gubenur baru babak belur",uang muka angsur tahun program sengsarain calon gubernur periode aniessandy kabur gubernur babak bur,uang muka angsur program sengsarain calon gubernur periode aniessandy kabur gubernur babak bur
723,negative,Anies-Sandi,ditunggu konfirmasinya soal bini muda @aniesbaswedan oleh @RatnaSpaet #okeoce #salambersama #gue2 jangan ngeles ya,tunggu konfirmasi bini muda aniesbaswedan ratnaspaet oke oce salambersama gue ngeles ya,tunggu konfirmasi bini muda aniesbaswedan ratnaspaet oke oke salambersama gue ngeles ya
724,negative,Anies-Sandi,Fitnah nih Menteri Pendidikan punya binimuda? Duh KW aspal semua @SangPemburu99 @aniesbaswedan @selenakoe Anies sibuk urus istri muda,fitnah nih menteri didik binimuda aduh kw aspal sangpemburu aniesbaswedan selenakoe anies sibuk urus istri muda,fitnah nih menteri didik binimuda aduh kw aspal sangpemburu aniesbaswedan selenakoe anies sibuk urus istri muda
725,negative,Anies-Sandi,"Artis bor sumur ngebor lagi,mulai kaku itu tangannya #AnisSandi #OkeOce <OK HAND>",a is bor sumur ngebor kaku tangan anissandi oke oce oke hand,a is bor sumur ngebor kaku tangan anissandi oke oke oke hand
726,negative,Anies-Sandi,"Dan nginulpun terdiam <Face Without Mouth> . #dacademy4 Salam #OkeOce, #CoblosPecinya",nginulpun diam face tanpa mouth dacademy salam oke oce coblospecinya,nginulpun diam face mouth dacademy salam oke oke coblospecinya
727,negative,Anies-Sandi,"Wajah politik santun penuh kata mAnies bertabur wacana, dusta dan Sandiwara... #OKEOCE #salambersama #tetapahok #gue2",wajah politik santun penuh manies be abur wacana dusta sandiwara oke oce salambersama tetap ahok gue,wajah politik santun penuh manies be abur wacana dusta sandiwara oke oke salambersama ahok gue
728,negative,Anies-Sandi,"Hati2 terprovokasi ya teman. Ini bukan wajah islam, ini wajah politik. <Disappointed Face>",hati provokasi ya teman wajah islam wajah politik disappointed face,hati provokasi ya teman wajah islam wajah politik disappointed face
729,negative,Anies-Sandi,"orang kaya mah bebas, tajir melintir. Alhamdullilah. #OkeOce",orang kayak adalah bebas tajir melintir alhamdulillah oke oce,orang kayak bebas tajir melintir alhamdulillah oke oke
730,negative,Anies-Sandi,Oh ya? #OkeOce,oh ya oke oce,oh ya oke oke
731,negative,Anies-Sandi,Intelijen bayaran itu yang bermain tapi Alhamdulillah masyarakat CERDAS menanggapinya #OkeOce,intelijen bayar main alhamdulillah masyarakat cerdas tanggap oke oce,intelijen bayar main alhamdulillah masyarakat cerdas tanggap oke oke
732,negative,Anies-Sandi,"Isis juga lagi proses hukum, terus knapa komentari <grining face> <grining face> <grining face> males betengkar sama anak TK gak ber bobot, asal ngeles #OkeOce <Person Raising Hand> <Face With Stuck-Out Tongue & Closed Eyes> <Person Running> <Person Running> <Person Running>",isis proses hukum kenapa komentar grining face grining face grining face malas betengkar anak tk tidak ber bobot ngeles oke oce person raising hand face dengan stuck out tongue closed eyes person running person running person running,isis proses hukum komentar grining face grining face grining face malas betengkar anak tk ber bobot ngeles oke oke person raising hand face stuck out tongue closed eyes person running person running person running
733,negative,Anies-Sandi,#RIP Logika dan nalar @ices_ardhono #salambersama #okeoce #tetapahok #gue2 #dpNol,rip logika nalar ices ardhono salambersama oke oce tetap ahok gue dpnol,rip logika nalar ices ardhono salambersama oke oke ahok gue dpnol
734,negative,Anies-Sandi,@GunRomli vs @ahmadfuadanwar lebih seru nonton nya dari acara debat #okeoce,gunromli lawan ahmadfuadanwar seru menonton nya acara debat oke oce,gunromli lawan ahmadfuadanwar seru tonton nya acara debat oke oke
735,negative,Anies-Sandi,#debatfinalpilkadadki Hhahahaa.. #OkeOce atau OKE-NGOCEH??? @aniesbaswedan,debatfinalpilkadadki hhahahaa oke oce oke mengoceh aniesbaswedan,debatfinalpilkadadki hhahahaa oke oke oke oceh aniesbaswedan
736,negative,Anies-Sandi,Apalagi ada yang mau berpihak sama ormas abal abal #fitsahats #firzahots #okeoce #salambersama #tetapahok #kampanyeahokjahat,pihak organisasi masyarakat abal abal fitsahats firzahots oke oce salambersama tetap ahok kampanye ahok jahat,organisasi masyarakat abal abal fitsahats firzahots oke oke salambersama ahok kampanye ahok jahat
737,negative,Anies-Sandi,"Cagub kerja vs cagub wacana, cagub fakta vs cagub dusta #tetapahok #salambersama #okeoce #BeragamItuBasukiDjarot #kampanyeahokjahat",calon gubernur kerja lawan calon gubernur wacana calon gubernur fakta lawan calon gubernur dusta tetap ahok salambersama oke oce beragamitubasukidjarot kampanye ahok jahat,calon gubernur kerja lawan calon gubernur wacana calon gubernur fakta lawan calon gubernur dusta ahok salambersama oke oke beragamitubasukidjarot kampanye ahok jahat
738,negative,Anies-Sandi,@aniesbaswedan memang #pantasDipecat karena bikin masyarakat tambah bego #okeoce #salambersama #dp0 #GubernurGu3 https://twitter.com,aniesbaswedan pantasdipecat bikin masyarakat bego oke oce salambersama uang muka gubernurgu,aniesbaswedan pantasdipecat bikin masyarakat bego oke oke salambersama uang muka gubernurgu
739,negative,Anies-Sandi,"Setelah KO di beberapa Polling, kini mereka goreng soal KPUD tidak netral, kamvreetttt.... #pilkadadki2017 #debatfinalpilkadadki #OkeOce",kok polling goreng komisi pemilihan umum daerah netral kamvreetttt pilkadadki debatfinalpilkadadki oke oce,polling goreng komisi pilih daerah netral kamvreetttt pilkadadki debatfinalpilkadadki oke oke
740,negative,Anies-Sandi,#debatfinalpilkadadki ada oke oce. Ada oke mart. Lama2 ada oke jek hahaha ogah kerja ogah capek #okeoce,debatfinalpilkadadki oke oke oke sama oke jek haha ogah kerja ogah cape oke oce,debatfinalpilkadadki oke oke oke oke jek haha ogah kerja ogah cape oke oke
741,negative,Anies-Sandi,Boss.. bisa cabut pasang kaya kebijakan reklamasi! #OKEOCE,bos pergi pasang kayak bijak reklamasi oke oce,bos pergi pasang kayak bijak reklamasi oke oke
742,negative,Anies-Sandi,Ahok 100% masuk akal Anies 100% manis-manis bullshit #DebatPilkadaDKI #okeoce #TeamAnies #TeamAhok,ahok masuk akal anies manis manis bullshit debatpilkadadki oke oce teamanies teamahok,ahok masuk akal anies manis manis bullshit debatpilkadadki oke oke teamanies teamahok
743,negative,Anies-Sandi,"Adekku baru saja mengatakan arti #OKEOCE, katanya Ogah KErja Ogah CapE <Smiling Face With Open Mouth & Closed Eyes> <Smiling Face With Open Mouth & Closed Eyes>",adikku a i oke oce ogah kerja ogah cape smiling face dengan open mouth closed eyes smiling face dengan open mouth closed eyes,adik a i oke oke ogah kerja ogah cape smiling face open mouth closed eyes smiling face open mouth closed eyes
744,negative,Anies-Sandi,"Yang penting ngecap, tidak lucu juga kan kalau diam saja #OkeOce",mengecap lucu diam oke oce,kecap lucu diam oke oke
745,negative,Anies-Sandi,#okeoce mas <FACE WITH TEARS OF JOY> (jawaban saya gak muter2 kan?) <Face With Stuck-Out Tongue & Closed Eyes>,oke oce mas face dengan tears of joy tidak memuter face dengan stuck out tongue closed eyes,oke oke mas face tears of joy putar face stuck out tongue closed eyes
746,negative,Anies-Sandi,Katakan tidak untuk #OkeOce #debatfinalpilkadadki,oke oce debatfinalpilkadadki,oke oke debatfinalpilkadadki
747,negative,Anies-Sandi,Jawaban kok #OkeOce saja,oke oce,oke oke
748,negative,Anies-Sandi,Mbak Ira kusno bajunya tidak pas kurang cerah sedikit..apa Gara2 blush on nya ya #okeoce jadi tegang itu yang lagi debat  <Smiling Face With Open Mouth & Cold Sweat>  #kurangpenting,mbak ira kusno baju pas cerah gara blush on nya ya oke oce tegang debat smiling face dengan open mouth cold sweat kurangpenting,mbak ira kusno baju pas cerah gara blush on nya ya oke oke tegang debat smiling face open mouth cold sweat kurangpenting
749,negative,Anies-Sandi,jangan susah2 pak pertanyaannya ..... Bisanya #OkeOce saja,susah pe anyaannya bisa oke oce,susah pe anyaannya oke oke
750,negative,Anies-Sandi,"Apapun pertanyaannya, jawabannya pasti #okeoce #DebatPilkadaDKI",apa pe anyaannya jawab oke oce debatpilkadadki,pe anyaannya oke oke debatpilkadadki
751,positive,Anies-Sandi,Kami yakin jika pasangan #AniesSandi akan membawa kemajuan dan kesejukan bagi Jakarta. #PilkadaDKI2017,pasang aniessandi bawa maju sejuk jaka a pilkadadki,pasang aniessandi bawa maju sejuk jaka a pilkadadki
752,positive,Anies-Sandi,#PilkadaDKI2017 KPU: Anies-Sandi unggul di seluruh Jakarta,pilkadadki komisi pemelihan umum anies sandi unggul jaka a,pilkadadki komisi pemelihan anies sandi unggul jaka a
753,positive,Anies-Sandi,Fahri Harapkan Anies-Sandi Loyal ke Jokowi #PilkadaDKI2017,fahri harap anies sandi loyal jokowi pilkadadki,fahri harap anies sandi loyal jokowi pilkadadki
754,positive,Anies-Sandi,"#PilkadaDKI2017 Anies Sandi Gubetnur Baru, Selamat Bekerja, Semoga amanah dan Istiqomah janji janjinya, amien ya robbal allamin",pilkadadki anies sandi gubetnur selamat semoga amanah istikamah janji janji amien ya robbal allamin,pilkadadki anies sandi gubetnur selamat semoga amanah istikamah janji janji amien ya robbal allamin
755,positive,Anies-Sandi,Anies Merasa Sudah Menang TKO atas Ahok #PilkadaDKI2017,anies menang tko ahok pilkadadki,anies menang tko ahok pilkadadki
756,positive,Anies-Sandi,Selamat untuk Pasangan No. 3 Anies- Sandi. #pilkadadki2017 Mari kita tingkatkan persatuan Indonesia..,selamat pasang no anies sandi pilkadadki mari tingkat satu indonesia,selamat pasang no anies sandi pilkadadki mari tingkat indonesia
757,positive,Anies-Sandi,Mari lebih bekerja keras dan semoga dapat mengemban amanah. #AniesSandi #AmanatNasional #PilkadaDKI2017,mari keras semoga emban amanah aniessandi amanatnasional pilkadadki,mari keras semoga emban amanah aniessandi amanatnasional pilkadadki
758,positive,Anies-Sandi,Mayanlah PKS kepala dinas RT @jpnncom: PKS Jamin Anies-Sandi Tak Bedakan Warga Jakarta #PilkadaDKI2017,mayanlah partai keadilan sejahtera kepala dinas jpnncom partai keadilan sejahtera jamin anies sandi beda warga jaka a pilkadadki,mayanlah pak ai adil sejahtera kepala dinas jpnncom pak ai adil sejahtera jamin anies sandi beda warga jaka a pilkadadki
759,positive,Anies-Sandi,"macem2 ya keramaian pilkada dki. ada yang potong nenen, ada yang jago ngeles karena ramalan. anyway Selamat pak Anies-Sandi #pilkadadki2017",macam ya ramai pilihan kepala daerah daerah khusus ibukota potong nenen jago ngeles ramal anyway selamat anies sandi pilkadadki,ya ramai pilih kepala daerah daerah khusus ibu kota potong nenen jago ngeles ramal anyway selamat anies sandi pilkadadki
760,positive,Anies-Sandi,Beliau unggul 58% dalam perhitungan suara Pilgub DKI 2017 versi quick count sejumlah lembaga survei. #AniesSandi #PilkadaDKI2017,beliau unggul hitung suara pilihan gubernur daerah khusus ibukota versi quick count lembaga survei aniessandi pilkadadki,beliau unggul hitung suara pilih gubernur daerah khusus ibu kota versi quick count lembaga survei aniessandi pilkadadki
761,positive,Anies-Sandi,Udah ya netizen! Tubirnya udah! Anis Sandi kan dah menang nih. Udah. Jangan tubir mulu #pilkadadki2017,sudah ya warganet tubir sudah anis sandi sudah menang nih sudah tubir mulu pilkadadki,ya warganet tubir anis sandi menang nih tubir mulu pilkadadki
762,positive,Anies-Sandi,"Jakarta punya gubernur baru , selamat dan jangan lupa jalankan janji janji manisnya  #pilkadadki2017",jaka a gubernur selamat lupa jalan janji janji manis pilkadadki,jaka a gubernur selamat lupa jalan janji janji manis pilkadadki
763,positive,Anies-Sandi,Selamat dan sukses buat Gubernur dan wakil Gubernur Jakarta yang baru #pilkadajakarta #pilkadadki2017,selamat sukses gubernur wakil gubernur jaka a pilkadajaka a pilkadadki,selamat sukses gubernur wakil gubernur jaka a pilkadajaka a pilkadadki
764,positive,Anies-Sandi,"Alhamdulillah, #PilkadaDKI2017 keren, mancarli: aman lancar terkendali Tks Jakarta, sdh berikan hal menarik. Selamat u Gub-Wagub terpilih.",alhamdulillah pilkadadki keren mancarli aman lancar kendali tks jaka a sudah tarik selamat kamu gubernur wakil gubernur pilih,alhamdulillah pilkadadki keren mancarli aman lancar kendali tks jaka a tarik selamat gubernur wakil gubernur pilih
765,positive,Anies-Sandi,Tugas berat menanti mas @aniesbaswedan dan bang @sandiuno . Semoga amanah mewujudkan janji dan keinginan warga Jakarta. #PilkadaDKI2017,tugas berat mas aniesbaswedan bang sandiuno semoga amanah wujud janji warga jaka a pilkadadki,tugas berat mas aniesbaswedan bang sandiuno semoga amanah wujud janji warga jaka a pilkadadki
766,positive,Anies-Sandi,"Enak ya sekarang jadi orang JAKARTA, rumah dp 0%, kemana2 cuma 5 ribu #pilkadajakarta #pilkadadki2017 #PilkadaDKIJakarta",enak ya orang jaka a rumah uang muka mana ribu pilkadajaka a pilkadadki pilkadadkijaka a,enak ya orang jaka a rumah uang muka ribu pilkadajaka a pilkadadki pilkadadkijaka a
767,positive,Anies-Sandi,Selamat untuk Pasangan No. 3 Anies- Sandi. #pilkadadki2017 @ Duren Tiga Selatan https://www.instagram.com/p/BTD7zIdFCwC/,selamat pasang no anies sandi pilkadadki duren selatan,selamat pasang no anies sandi pilkadadki duren selatan
768,positive,Anies-Sandi,Selamat @aniesbaswedan @sandiuno @prabowo @Fahrihamzah @fadlizon @HABIBRIZIEQFPI Atas kemenangan #pilkadaDki2017 semoga bs lebih maju DKI,selamat aniesbaswedan sandiuno prabowo fahrihamzah fadli zon habibrizieqfpi menang pilkadadki semoga bisa maju daerah khusus ibukota,selamat aniesbaswedan sandiuno prabowo fahrihamzah fadli zon habibrizieqfpi menang pilkadadki semoga maju daerah khusus ibu kota
769,positive,Anies-Sandi,Prabowo yakin Anies-Sandi menang http://ow.ly/Iadz30aYrxV  #PilkadaDKI2017,prabowo anies sandi menang pilkadadki,prabowo anies sandi menang pilkadadki
770,positive,Anies-Sandi,Selamat Pak Anies-Sandi..Gubernur dan wakil gubenur kami semoga selalu amanah #jakartaelection2017 #pilkadadki2017 @aniesbaswedan @sandiuno,selamat anies sandi gubernur wakil gubernur semoga amanah jaka aelection pilkadadki aniesbaswedan sandiuno,selamat anies sandi gubernur wakil gubernur semoga amanah jaka aelection pilkadadki aniesbaswedan sandiuno
771,positive,Anies-Sandi,"Mendengar pidato Anies barusan, berharap memang yang menang adalah gubernur baru utk Jakarta lebih baik, bukan radikalisme. #PilkadaDKI2017",dengar pidato anies barusan harap menang gubernur untuk jaka a radikalisme pilkadadki,dengar pidato anies barusan harap menang gubernur jaka a radikalisme pilkadadki
772,positive,Anies-Sandi,semoga program gubernur terpilih terwujud nyata dan program yg sedang berjalan sesuai harapan #pilkadadki2017,semoga program gubernur pilih wujud nyata program yang jalan sesuai harap pilkadadki,semoga program gubernur pilih wujud nyata program jalan sesuai harap pilkadadki
773,positive,Anies-Sandi,"Saatnya menerima gubernur baru. Terima kasih kepada gubernur lama. Sudahi perselisihan, mari bersatu untuk maju. #pilkadadki2017",terima gubernur terima kasih gubernur sudah selisih mari satu maju pilkadadki,terima gubernur terima kasih gubernur selisih mari maju pilkadadki
774,positive,Anies-Sandi,"Akhirnya Jakarta punya gubenur baru. Selamat untuk warga Jakarta. Semoga makin maju, aman, dan sejahtera. #pilkadadki2017",jaka a gubernur selamat warga jaka a semoga maju aman sejahtera pilkadadki,jaka a gubernur selamat warga jaka a semoga maju aman sejahtera pilkadadki
775,positive,Anies-Sandi,HEY......yang menang jangan sombong yang kalah jangan marah!!! #pilkadadki2017,he menang sombong kalah marah pilkadadki,he menang sombong kalah marah pilkadadki
776,positive,Anies-Sandi,"#pilkadadki2017 jika ahok djarot menang, mereka tinggal melanjutkan tugas mereka, dan jika anis sandi menang, mudah-mudahan bisa lebih baik.",pilkadadki ahok djarot menang tinggal lanjut tugas anis sandi menang mudah mudah,pilkadadki ahok djarot menang tinggal tugas anis sandi menang mudah mudah
777,positive,Anies-Sandi,Kalo dilihat dari hasil QC sampai jam 14.35 sepertinya yang akan menang Anies-Sandi #pilkadadki2017,kalau hasil qc jam sepe inya menang anies sandi pilkadadki,hasil qc jam sepe inya menang anies sandi pilkadadki
778,positive,Anies-Sandi,Selamat buat Anies Sandi yang unggul dalam hitung cepat #pilkadadki2017,selamat anies sandi unggul hitung cepat pilkadadki,selamat anies sandi unggul hitung cepat pilkadadki
779,positive,Anies-Sandi,Sudah memilih yang berpeci #pilkadadki2017 @ Jakarta Pusat(kemayoran) https://www.instagram.com/p/BTDcTtlh6Lb/,pilih peci pilkadadki jaka a pusat mayor,pilih peci pilkadadki jaka a pusat mayor
780,positive,Anies-Sandi,#PilkadaDKI2017 semoga #AniesGubernurBaru buktikan bahwa jakarta memiliki pesta demokrasi terbaik di Indonesia !!,pilkadadki semoga aniesgubernurbaru bukti jaka a milik pesta demokrasi baik indonesia,pilkadadki semoga aniesgubernurbaru bukti jaka a milik pesta demokrasi indonesia
781,positive,Anies-Sandi,Lantunan Shalawat Iringi Sandiaga Uno dan Keluarga Menuju TPS https://goo.gl/fb/q4Kxjg  #seruji #fokus #pilkadadki2017,lantun selawat iring sandiaga uno keluarga tempat pemungutan suara ruji fokus pilkadadki,lantun selawat iring sandiaga uno keluarga mungut suara ruji fokus pilkadadki
782,positive,Anies-Sandi,"Kalau tidak mau di DUA kan, jadilah orang keTIGA #pilkadadki2017 @ Cikini, Menteng https://www.instagram.com/p/BTDS6RyjNqJ/",orang tiga pilkadadki cikini menteng,orang pilkadadki cikini menteng
783,positive,Anies-Sandi,"Sandi Yakin Menang, Minimal di TPS Sendiri #PilkadaDKI2017",sandi menang minimal tempat pemungutan suara pilkadadki,sandi menang minimal mungut suara pilkadadki
